Age,Gender,Country,City,Membership_Years,Login_Frequency,Session_Duration_Avg,Pages_Per_Session,Cart_Abandonment_Rate,Wishlist_Items,Total_Purchases,Average_Order_Value,Days_Since_Last_Purchase,Discount_Usage_Rate,Returns_Rate,Email_Open_Rate,Customer_Service_Calls,Product_Reviews_Written,Social_Media_Engagement_Score,Mobile_App_Usage,Payment_Method_Diversity,Lifetime_Value,Credit_Balance,Churned,Signup_Quarter
,Female,UK,Leeds,2.6,9.0,9.2,6.0,66.6,3.0,10.0,87.37,5.0,35.8,11.6,22.0,4.0,0.0,19.1,11.1,3.0,754.93,0.0,0,Q2
50.0,Female,USA,Los Angeles,4.2,11.0,34.5,9.5,52.3,10.0,19.0,125.37,21.0,28.7,1.9,12.8,3.0,5.0,,20.6,1.0,2719.89,1580.0,0,Q3
18.0,Female,Australia,Adelaide,0.6,25.0,46.5,12.9,35.0,8.0,30.0,127.75,0.0,56.6,8.4,48.1,4.0,4.0,60.1,33.1,5.0,3671.25,3799.0,0,Q3
38.0,Female,Germany,Berlin,1.1,18.0,33.2,10.4,31.0,8.0,16.0,144.16,72.0,34.0,,31.4,3.0,,28.0,30.5,3.0,2571.74,2973.0,0,Q2
18.0,Male,France,Lyon,8.4,27.0,50.7,15.8,34.6,10.0,25.0,258.48,4.0,39.2,5.2,26.5,3.0,9.0,,37.6,1.0,6141.27,1957.0,0,Q1
70.0,Female,USA,Houston,2.4,17.0,24.2,,53.7,0.0,7.0,127.32,23.0,62.9,8.5,16.2,5.0,6.0,27.7,14.5,2.0,804.83,,0,Q3
27.0,Male,Germany,Hamburg,3.2,28.0,36.6,,40.0,6.0,18.0,109.57,57.0,74.0,0.3,33.7,4.0,8.0,62.6,28.6,2.0,2041.88,3369.0,0,Q1
43.0,Other,Germany,Cologne,5.1,19.0,,8.9,62.2,7.0,12.0,102.62,24.0,13.8,5.1,23.9,3.0,2.0,37.6,25.7,1.0,1000.43,1362.0,0,Q2
36.0,Female,USA,New York,2.6,15.0,37.5,15.2,45.6,10.0,20.0,397.85,0.0,62.3,7.8,44.5,2.0,3.0,68.8,28.4,3.0,7533.68,3084.0,0,Q2
35.0,Female,UK,Manchester,1.9,13.0,21.6,4.2,44.4,6.0,9.0,57.63,18.0,52.9,0.9,0.0,6.0,2.0,25.8,6.1,2.0,447.97,1516.0,0,Q3
27.0,Male,Canada,Ottawa,2.1,16.0,19.1,12.2,52.0,2.0,16.0,101.45,7.0,,16.8,29.7,5.0,4.0,23.0,28.7,2.0,1769.63,1690.0,0,Q2
32.0,Male,France,Paris,1.4,18.0,10.1,9.3,68.9,1.0,7.800000000000001,81.25,12.0,35.64,9.4,4.6,5.0,1.0,12.3,0.0,,497.56,560.0,0,Q4
35.0,Male,USA,Chicago,1.8,8.0,26.2,9.5,48.4,2.0,12.0,130.83,31.0,22.4,3.6,20.2,3.0,2.0,47.9,22.8,5.0,1746.89,2082.0,0,Q3
26.0,Male,USA,Phoenix,2.1,15.0,34.7,10.9,35.4,12.0,17.0,210.21,38.0,48.7,17.0,32.9,2.0,8.0,32.0,27.6,2.0,3599.94,2993.0,0,Q1
38.0,Female,Germany,Berlin,3.0,0.0,15.7,,79.4,2.0,12.0,153.12,4.0,56.0,0.3,8.4,5.0,2.0,22.6,22.7,2.0,2148.82,0.0,0,Q2
40.0,Female,Germany,Frankfurt,2.8,23.0,45.0,19.0,27.2,14.0,23.0,120.61,55.0,38.8,1.9,48.6,4.0,9.0,41.0,32.7,3.0,2918.6,2163.0,0,Q3
38.0,Male,USA,Phoenix,0.8,16.0,28.3,11.4,69.5,4.0,10.0,98.94,37.0,64.3,4.1,30.9,3.0,1.0,29.3,12.3,2.0,839.33,,0,Q3
62.0,Female,Australia,Perth,3.3,0.0,17.9,4.8,61.1,2.0,9.1,80.15,2.0,23.4,11.3,0.0,5.0,0.0,16.1,9.3,2.0,577.88,770.0,0,Q4
30.0,Male,Germany,Munich,1.0,24.0,44.2,14.3,26.8,13.0,27.3,128.48,41.0,51.12,0.4,26.2,4.0,6.0,68.0,30.8,2.0,2876.17,2992.0,0,Q4
47.0,Male,USA,Houston,5.9,7.0,28.7,,69.3,0.0,7.0,100.96,7.0,17.8,3.7,11.2,10.0,1.0,20.2,11.0,1.0,707.97,3645.0,0,Q2
53.0,Female,Canada,Montreal,2.6,7.0,,4.9,65.5,0.0,4.0,130.0,3.0,54.7,4.1,8.0,9.0,2.0,,9.0,2.0,582.7,0.0,0,Q3
28.0,Female,Germany,Cologne,2.2,42.0,58.9,15.5,23.0,12.0,26.0,97.24,4.0,43.6,9.3,62.0,1.0,,84.3,41.6,2.0,2570.24,5016.0,0,Q2
39.0,Female,Germany,Berlin,4.0,5.0,10.2,2.8,75.5,3.0,6.0,104.03,1.0,50.6,12.5,,5.0,3.0,,14.4,2.0,727.63,716.0,0,Q2
42.0,Female,USA,Los Angeles,1.7,16.0,27.1,8.6,52.8,8.0,13.0,112.04,26.0,42.0,6.9,26.9,5.0,1.0,29.4,19.2,2.0,1728.58,3130.0,0,Q2
39.0,Male,USA,Chicago,1.5,1.0,21.9,5.6,68.9,0.0,10.4,46.34,10.0,99.36,18.1,9.6,8.0,1.0,47.8,,3.0,433.34,2325.0,0,Q4
35.0,Female,USA,Los Angeles,0.8,10.0,26.5,4.6,46.4,1.0,7.0,80.52,11.0,17.5,8.3,0.0,7.0,0.0,12.1,,4.0,591.84,116.0,0,Q2
37.0,Male,USA,Chicago,2.7,9.0,26.7,4.1,66.5,0.0,19.5,103.01,,71.16,4.3,9.5,6.0,1.0,19.6,16.1,1.0,1803.61,754.0,0,Q4
39.0,Female,Japan,Kyoto,1.4,17.0,35.5,9.7,57.9,4.0,14.3,110.87,14.0,33.96,4.1,0.0,5.0,2.0,0.9,25.1,1.0,977.84,3363.0,0,Q4
31.0,Male,USA,Phoenix,2.6,6.0,16.7,10.0,40.3,9.0,24.7,156.18,52.0,24.24,0.7,22.7,5.0,1.0,,24.5,1.0,2652.09,1142.0,0,Q4
,Female,India,Chennai,7.7,16.0,28.7,11.3,42.2,4.0,18.2,167.3,26.0,64.44,,20.6,4.0,0.0,,26.0,4.0,2275.36,2672.0,0,Q4
42.0,Female,Japan,Nagoya,2.5,15.0,32.1,7.5,47.5,4.0,12.0,100.85,25.0,49.8,4.8,18.0,5.0,3.0,30.4,18.3,3.0,1183.98,4896.0,0,Q3
57.0,Male,Australia,Brisbane,5.2,0.0,14.7,3.4,60.4,0.0,8.0,113.03,10.0,61.9,11.9,8.4,9.0,0.0,20.3,7.7,3.0,801.66,2128.0,0,Q2
60.0,Male,USA,New York,3.6,16.0,37.3,12.4,44.1,4.0,15.0,114.33,,27.3,6.7,9.5,4.0,8.0,41.6,12.1,1.0,1676.42,2023.0,0,Q1
39.0,Female,USA,Houston,2.1,13.0,27.9,8.3,50.7,0.0,27.3,65.18,30.0,11.76,7.2,5.2,7.0,3.0,24.0,19.0,2.0,1586.48,3774.0,0,Q4
35.0,Male,USA,Los Angeles,3.5,3.0,21.6,5.0,41.9,,11.0,92.27,27.0,39.5,10.2,13.1,8.0,4.0,32.6,12.6,2.0,1110.54,2391.0,0,Q3
31.0,Male,USA,New York,3.7,32.0,53.4,15.2,31.6,8.0,21.0,53.99,45.0,53.2,6.8,52.3,4.0,6.0,59.4,45.7,3.0,974.64,4737.0,0,Q2
21.0,Male,Germany,Hamburg,7.4,22.0,46.6,12.6,36.7,8.0,21.0,127.45,152.0,55.4,3.5,60.5,2.0,5.0,86.4,36.6,4.0,3079.86,2407.0,0,Q1
48.0,Female,Germany,Frankfurt,0.6,39.0,50.9,,32.0,12.0,30.0,77.03,2.0,92.2,,49.2,3.0,,57.7,42.3,3.0,2303.44,4174.0,0,Q1
31.0,Male,USA,Houston,0.5,7.0,23.9,4.1,44.8,4.0,10.0,79.68,7.0,33.0,,23.7,8.0,1.0,5.2,,3.0,859.82,1597.0,0,Q3
36.0,Male,India,Delhi,2.5,8.0,39.3,12.9,41.9,4.0,18.0,108.88,31.0,2.8,1.1,28.7,2.0,1.0,52.1,26.8,2.0,2019.21,2662.0,0,Q1
23.0,Male,Australia,Sydney,2.8,24.0,32.3,9.8,42.8,7.0,17.0,96.5,61.0,,7.0,18.8,8.0,1.0,34.3,22.4,2.0,1718.23,,0,Q3
31.0,Male,Canada,Toronto,2.2,12.0,34.6,10.7,40.9,6.0,17.0,64.4,29.0,20.3,3.3,30.1,5.0,9.0,79.3,15.8,5.0,1061.06,1032.0,0,Q1
,Female,Canada,Calgary,3.2,17.0,36.8,6.9,49.1,5.0,14.3,161.98,28.0,90.24,2.4,23.8,2.0,2.0,58.4,18.7,3.0,1991.47,1606.0,0,Q4
57.0,Male,Australia,Melbourne,2.6,20.0,31.9,9.4,42.0,5.0,10.0,147.81,7.0,20.6,3.1,23.6,3.0,5.0,30.2,21.6,2.0,1480.77,187.0,0,Q1
28.0,Female,Australia,Brisbane,6.1,9.0,22.2,12.0,60.7,4.0,8.0,94.34,12.0,61.4,1.1,7.9,8.0,2.0,26.4,,1.0,881.33,1592.0,0,Q1
36.0,Male,Germany,Cologne,2.7,4.0,24.1,9.4,62.5,2.0,12.0,86.75,54.0,54.7,5.1,25.1,2.0,1.0,13.2,22.1,3.0,1058.0,564.0,0,Q1
49.0,Male,USA,Los Angeles,6.1,8.0,26.2,7.5,55.8,8.0,11.0,59.61,53.0,47.0,0.5,17.1,6.0,2.0,23.5,12.3,1.0,721.11,1533.0,0,Q2
28.0,Female,Canada,Calgary,2.8,0.0,25.9,,82.8,1.0,7.800000000000001,62.55,26.0,38.52,3.7,15.8,6.0,3.0,6.4,14.5,5.0,323.19,2955.0,0,Q4
53.0,Female,France,Lyon,1.2,21.0,35.6,13.0,33.8,5.0,16.0,152.34,1.0,61.2,9.6,21.7,4.0,4.0,12.9,21.2,,2073.82,3481.0,0,Q3
40.0,Other,USA,Phoenix,8.2,0.0,26.8,9.9,44.8,5.0,23.4,100.08,,40.2,7.2,30.4,8.0,4.0,70.3,16.9,2.0,1702.46,2499.0,0,Q4
33.0,Male,Germany,Hamburg,8.1,17.0,29.4,13.5,54.8,5.0,14.0,59.02,36.0,19.9,13.8,10.9,5.0,3.0,5.6,27.3,2.0,728.6,0.0,0,Q1
26.0,Other,USA,Los Angeles,0.9,10.0,26.9,6.9,67.8,2.0,6.0,79.12,11.0,26.7,6.4,2.2,4.0,3.0,13.1,11.2,3.0,468.91,0.0,0,Q3
25.0,Male,USA,Houston,3.8,2.0,18.5,4.1,75.0,,6.5,128.12,5.0,98.4,13.3,9.5,6.0,0.0,3.2,10.2,1.0,583.47,3113.0,0,Q4
48.0,Male,USA,Phoenix,2.0,20.0,39.9,8.5,49.6,4.0,18.2,78.81,23.0,102.0,7.0,29.9,1.0,,50.7,23.8,3.0,1202.56,3173.0,0,Q4
53.0,Female,Canada,Montreal,3.3,18.0,38.6,11.1,23.1,4.0,17.0,67.44,112.0,9.7,2.2,31.7,3.0,4.0,13.5,24.3,2.0,1141.42,1963.0,0,Q2
34.0,Female,USA,Chicago,7.4,8.0,,7.9,74.0,1.0,7.800000000000001,76.75,25.0,26.64,20.5,12.9,4.0,3.0,,,2.0,479.33,1626.0,0,Q4
27.0,Female,USA,Chicago,2.0,18.0,16.6,5.9,43.2,2.0,11.0,88.35,30.0,46.7,0.4,5.6,4.0,2.0,33.7,21.0,2.0,823.44,2850.0,0,Q3
47.0,Male,Germany,Munich,5.1,13.0,24.5,4.1,69.7,1.0,5.0,100.58,7.0,63.4,,7.8,6.0,1.0,,12.4,5.0,456.31,0.0,0,Q3
19.0,Female,Canada,Ottawa,2.3,8.0,22.4,7.4,61.0,2.0,11.7,87.91,6.0,31.32,3.3,23.4,4.0,4.0,21.0,,2.0,728.38,,0,Q4
53.0,Female,Canada,Calgary,3.5,11.0,23.2,7.8,78.6,4.0,9.0,110.07,23.0,8.6,6.7,16.3,6.0,3.0,0.0,15.3,3.0,953.32,1810.0,0,Q3
49.0,Male,USA,New York,2.8,0.0,17.9,5.3,66.7,1.0,5.2,86.88,1.0,31.8,0.8,0.0,10.0,1.0,22.7,,1.0,397.82,594.0,0,Q4
44.0,Male,Germany,Cologne,3.4,3.0,22.2,2.9,56.1,,7.800000000000001,181.57,60.0,40.08,2.0,18.3,7.0,2.0,12.8,17.5,1.0,1176.64,65.0,0,Q4
50.0,Male,USA,Phoenix,1.8,7.0,23.9,9.3,27.3,2.0,11.0,66.33,23.0,,8.1,30.8,6.0,3.0,54.5,23.3,2.0,826.5,1232.0,0,Q1
36.0,Other,UK,London,7.7,9.0,25.1,9.4,51.5,,15.0,55.79,,,,1.4,4.0,1.0,,21.3,2.0,693.99,2622.0,0,Q2
29.0,Male,Japan,Kyoto,2.6,13.0,27.2,6.9,50.5,3.0,10.0,196.42,37.0,22.7,7.3,26.5,5.0,1.0,44.9,23.9,5.0,1784.2,1818.0,0,Q3
30.0,Female,India,Hyderabad,2.3,13.0,45.1,15.0,45.4,12.0,24.7,68.56,2.0,67.8,8.9,27.2,9.0,4.0,49.0,24.8,2.0,1508.27,2332.0,0,Q4
50.0,Male,USA,Chicago,1.1,8.0,24.3,7.4,52.8,7.0,9.0,189.83,32.0,22.8,1.2,25.6,4.0,0.0,31.5,20.1,2.0,1844.22,1987.0,0,Q1
31.0,Female,USA,Phoenix,4.5,18.0,29.7,11.6,55.7,7.0,16.0,131.56,17.0,,8.5,41.8,6.0,5.0,26.7,27.0,2.0,1733.73,3555.0,0,Q2
37.0,Male,Japan,Yokohama,2.8,7.0,29.4,8.0,61.2,4.0,14.3,119.05,13.0,59.28,5.3,14.4,5.0,1.0,7.9,22.4,3.0,1149.41,1344.0,0,Q4
42.0,Female,France,Lyon,2.4,12.0,23.6,6.3,51.3,1.0,11.7,86.27,47.0,25.92,5.8,15.6,9.0,2.0,32.2,11.8,2.0,929.33,,0,Q4
18.0,Male,Japan,Yokohama,2.5,13.0,33.8,,70.1,,16.0,138.03,17.0,37.9,19.1,33.8,2.0,5.0,10.2,18.8,4.0,2284.5,3117.0,0,Q3
50.0,Female,India,Delhi,1.3,9.0,25.7,5.6,73.1,4.0,7.800000000000001,66.27,18.0,78.71999999999998,5.0,0.0,6.0,,21.2,21.5,1.0,461.57,1779.0,0,Q4
31.0,Female,France,Paris,3.1,19.0,43.2,12.7,39.9,7.0,18.2,90.07,15.0,63.0,5.9,28.8,3.0,3.0,46.4,31.2,4.0,1024.18,2502.0,0,Q4
50.0,Male,Canada,Toronto,1.0,8.0,27.5,5.1,64.9,5.0,11.0,116.6,2.0,,10.2,20.7,7.0,1.0,4.8,10.3,1.0,1251.97,,0,Q1
58.0,Male,UK,Birmingham,1.4,17.0,34.9,11.9,19.4,12.0,14.0,142.55,5.0,36.9,8.3,40.6,3.0,3.0,63.0,31.4,3.0,1963.76,2042.0,0,Q1
,Female,India,Bangalore,3.1,19.0,46.7,14.3,34.7,,26.0,84.51,11.0,49.0,3.3,35.8,3.0,,49.9,44.6,4.0,2584.36,2829.0,0,Q3
58.0,Female,India,Chennai,1.4,1.0,15.0,6.6,66.4,1.0,8.0,111.61,24.0,72.7,2.4,2.6,8.0,1.0,0.0,16.7,1.0,1027.64,1424.0,0,Q1
29.0,Male,USA,Chicago,5.2,9.0,19.6,6.1,52.4,1.0,11.0,114.92,31.0,,6.6,12.6,7.0,2.0,32.7,19.0,3.0,1042.33,1850.0,0,Q1
18.0,Female,Canada,Ottawa,2.6,6.0,31.9,13.5,36.6,8.0,15.0,112.52,,70.4,4.4,0.0,6.0,0.0,48.3,18.3,1.0,1553.62,3702.0,0,Q2
32.0,Female,USA,Chicago,2.9,24.0,57.3,,26.1,8.0,19.0,68.76,22.0,,11.2,33.3,1.0,7.0,76.8,24.5,2.0,1137.99,2925.0,0,Q3
38.0,Female,UK,Leeds,6.0,16.0,31.6,7.3,50.1,4.0,24.7,61.49,9.0,7.439999999999999,0.8,23.7,6.0,5.0,13.8,15.4,2.0,1031.31,3829.0,0,Q4
18.0,Female,India,Mumbai,1.5,17.0,27.6,,67.4,5.0,14.0,207.25,15.0,52.2,27.6,18.5,1.0,8.0,23.3,29.0,3.0,2562.04,,0,Q1
35.0,Male,India,Hyderabad,5.3,28.0,29.0,14.5,36.2,,21.0,106.42,7.0,30.7,4.0,42.7,3.0,4.0,32.9,33.0,3.0,2213.82,3379.0,0,Q1
38.0,Female,India,Bangalore,1.8,11.0,37.5,14.8,41.4,,20.0,120.97,8.0,65.8,18.8,38.1,1.0,5.0,83.7,26.2,1.0,2811.59,3109.0,0,Q1
42.0,Male,USA,Houston,2.8,10.0,18.8,7.6,75.2,6.0,8.0,165.06,67.0,39.5,1.3,22.3,6.0,2.0,32.9,8.5,2.0,1399.91,,0,Q1
37.0,Female,UK,Glasgow,1.7,16.0,24.4,6.0,81.1,,11.0,89.42,54.0,46.0,4.6,21.3,4.0,2.0,,15.2,1.0,911.45,,0,Q3
57.0,Female,Australia,Sydney,7.9,0.0,12.0,3.1,77.6,0.0,5.2,192.02,14.0,38.28,4.9,15.3,6.0,0.0,9.9,,,742.67,1185.0,0,Q4
25.0,Female,Japan,Yokohama,5.2,13.0,,6.3,65.1,5.0,11.0,81.93,9.0,33.8,7.1,6.5,6.0,3.0,27.2,16.3,4.0,951.68,1729.0,0,Q3
37.0,Female,UK,Birmingham,2.0,20.0,23.5,11.2,57.9,6.0,14.0,99.39,63.0,37.2,7.8,29.9,7.0,4.0,28.9,18.0,3.0,1630.63,1945.0,0,Q3
29.0,Male,India,Mumbai,6.0,16.0,35.3,12.6,43.6,2.0,17.0,57.07,22.0,59.2,2.5,25.6,3.0,1.0,64.0,27.1,3.0,844.54,,0,Q3
41.0,Female,UK,Birmingham,1.7,16.0,,9.2,63.4,4.0,12.0,199.8,,44.5,,29.2,4.0,4.0,46.6,14.9,4.0,1995.32,3292.0,0,Q1
29.0,Male,USA,New York,1.5,6.0,26.0,9.0,68.5,5.0,9.1,115.48,7.0,63.72,3.4,3.7,8.0,0.0,17.4,9.9,3.0,714.79,679.0,0,Q4
,Female,USA,Los Angeles,2.5,7.0,12.3,4.7,71.0,1.0,7.0,149.55,16.0,17.1,3.3,,7.0,1.0,6.2,14.3,,881.32,1103.0,0,Q3
42.0,Male,Australia,Brisbane,0.6,8.0,28.8,8.3,67.0,3.0,15.6,47.43,8.0,16.919999999999998,12.4,14.9,4.0,4.0,25.9,,3.0,620.25,3209.0,0,Q4
46.0,Male,France,Marseille,2.3,21.0,24.4,8.9,68.4,6.0,12.0,176.26,,78.5,1.2,30.5,5.0,5.0,29.1,15.9,2.0,2031.17,3451.0,0,Q3
50.0,Male,India,Chennai,3.7,17.0,37.9,10.0,39.8,6.0,18.0,81.04,37.0,17.1,4.8,35.1,9.0,4.0,,28.6,4.0,1679.11,2409.0,0,Q3
32.0,Male,India,Chennai,0.6,20.0,34.3,5.5,39.9,4.0,18.0,86.9,9.0,33.8,11.3,16.2,6.0,3.0,,,2.0,1694.1,509.0,0,Q2
32.0,Male,Germany,Hamburg,0.9,14.0,45.9,14.1,53.3,5.0,17.0,93.35,51.0,3.4,2.7,39.1,3.0,4.0,53.3,28.2,2.0,1346.13,1867.0,0,Q3
38.0,Female,Canada,Vancouver,8.7,1.0,22.1,8.2,64.1,3.0,8.0,90.32,45.0,32.0,8.5,,6.0,2.0,,,3.0,795.37,1171.0,0,Q3
41.0,Male,Canada,Montreal,3.2,33.0,51.9,17.0,16.5,11.0,24.0,120.7,,,3.9,52.5,0.0,6.0,70.6,34.3,2.0,2934.18,5390.0,0,Q2
30.0,Female,USA,New York,4.2,0.0,20.7,5.6,60.8,2.0,6.0,119.75,52.0,48.5,9.3,19.9,9.0,2.0,29.3,27.8,2.0,734.89,2230.0,0,Q1
24.0,Male,France,Lyon,9.0,1.0,16.9,8.6,72.9,2.0,8.0,83.94,,33.6,12.3,1.8,12.0,,0.0,9.2,3.0,765.44,1420.0,0,Q3
29.0,Female,Canada,Montreal,1.2,1.0,34.8,12.5,54.3,7.0,16.0,187.08,4.0,55.1,2.2,14.8,3.0,,37.2,22.5,2.0,3129.22,2042.0,0,Q1
39.0,Male,USA,New York,6.6,18.0,45.9,17.8,21.4,12.0,20.0,68.61,12.0,12.8,4.2,47.1,2.0,6.0,73.1,40.5,1.0,1221.56,2990.0,0,Q2
40.0,Male,India,Delhi,2.2,0.0,,8.4,67.7,2.0,5.0,76.69,0.0,57.5,3.1,3.6,8.0,0.0,1.0,11.9,3.0,320.14,1447.0,0,Q2
33.0,Female,Japan,Yokohama,1.7,10.0,11.8,3.6,67.4,2.0,3.0,97.86,19.0,56.4,0.8,32.5,5.0,0.0,,7.3,2.0,234.9,807.0,0,Q2
31.0,Other,Canada,Toronto,1.3,11.0,10.8,6.6,46.5,0.0,10.4,114.47,20.0,81.24,3.6,30.6,4.0,0.0,31.7,16.8,3.0,1061.0,635.0,0,Q4
39.0,Other,USA,Los Angeles,2.4,18.0,29.1,12.4,45.0,4.0,9.0,117.27,33.0,31.0,2.2,0.0,8.0,0.0,33.9,24.8,1.0,966.43,2837.0,0,Q2
41.0,Male,Australia,Melbourne,0.1,11.0,39.8,7.3,66.8,5.0,9.0,145.99,73.0,13.0,,26.7,9.0,1.0,10.8,19.5,1.0,1364.76,3644.0,0,Q3
28.0,Female,Germany,Hamburg,2.7,14.0,29.8,10.2,60.9,5.0,13.0,84.75,21.0,44.5,11.1,18.6,3.0,5.0,17.1,21.6,2.0,1121.55,2391.0,0,Q1
42.0,Male,USA,Houston,4.9,29.0,48.0,13.3,20.5,18.0,27.3,69.69,22.0,57.35999999999999,,39.8,6.0,,66.2,32.9,3.0,1570.59,5724.0,0,Q4
42.0,Female,Canada,Calgary,4.6,16.0,29.9,5.8,60.1,4.0,14.3,72.69,7.0,63.35999999999999,12.5,18.8,2.0,3.0,13.6,20.7,1.0,719.57,2063.0,0,Q4
44.0,Male,Canada,Toronto,1.7,29.0,40.0,10.1,48.9,6.0,21.0,162.79,,65.4,9.8,34.8,4.0,,39.4,22.1,1.0,3695.06,3065.0,0,Q3
46.0,Male,Germany,Frankfurt,1.8,18.0,32.5,12.0,74.7,8.0,19.0,173.41,86.0,17.6,3.9,24.7,4.0,4.0,71.9,34.9,1.0,3173.83,4020.0,0,Q1
22.0,Male,USA,Chicago,4.3,10.0,24.1,8.1,58.3,2.0,8.0,58.44,43.0,41.5,1.9,23.6,5.0,2.0,,22.4,2.0,524.58,1966.0,0,Q2
33.0,Male,France,Paris,0.8,7.0,29.5,5.2,48.1,5.0,13.0,157.94,5.0,22.4,4.9,20.5,5.0,4.0,39.4,21.1,2.0,2227.8,2350.0,0,Q3
29.0,Male,UK,Manchester,1.0,9.0,23.1,8.2,59.7,2.0,10.0,57.24,32.0,,4.5,27.5,10.0,2.0,40.5,16.0,2.0,484.84,427.0,0,Q2
29.0,Male,USA,Chicago,0.7,13.0,22.4,3.2,79.2,1.0,9.0,131.98,17.0,48.1,6.4,14.8,4.0,0.0,19.7,18.2,5.0,1118.18,946.0,0,Q1
38.0,Male,UK,Manchester,0.7,0.0,20.0,3.0,77.2,2.0,9.0,106.63,50.0,,7.4,0.0,12.0,2.0,0.4,9.9,4.0,885.35,1458.0,0,Q2
58.0,Male,USA,Houston,4.4,6.0,16.4,8.2,59.3,4.0,8.0,95.17,50.0,22.1,5.2,24.1,5.0,,13.2,14.6,4.0,631.26,3581.0,0,Q3
48.0,Male,UK,Birmingham,1.1,9.0,26.4,7.4,68.4,4.0,14.3,80.56,6.0,45.24,4.3,20.6,12.0,2.0,25.9,6.0,,789.99,4042.0,0,Q4
41.0,Male,USA,Phoenix,2.8,28.0,37.1,12.1,43.5,8.0,21.0,243.09,52.0,34.4,6.0,24.4,1.0,5.0,56.9,34.9,2.0,4751.85,2840.0,0,Q1
40.0,Male,France,Paris,0.8,10.0,33.0,12.6,68.9,10.0,16.900000000000002,90.72,,53.52,8.4,35.1,1.0,2.0,16.2,22.9,2.0,1028.18,2803.0,0,Q4
28.0,Male,Germany,Hamburg,3.4,12.0,16.0,4.6,55.3,2.0,14.3,54.66,22.0,68.28,8.8,0.0,3.0,1.0,0.0,15.9,2.0,696.64,,0,Q4
34.0,Male,USA,Chicago,3.1,10.0,21.3,7.4,46.1,4.0,13.0,71.86,16.0,16.9,1.4,16.9,7.0,6.0,39.4,,1.0,876.97,2415.0,0,Q1
37.0,Male,USA,Houston,2.3,24.0,18.5,7.1,50.1,3.0,6.0,82.99,8.0,,2.8,7.6,1.0,3.0,34.7,1.2,1.0,558.54,1648.0,0,Q2
32.0,Female,UK,Glasgow,1.3,19.0,19.4,11.1,55.9,7.0,14.3,132.82,1.0,63.84,0.6,12.2,8.0,5.0,13.9,,2.0,1345.29,276.0,0,Q4
33.0,Female,Japan,Tokyo,2.8,18.0,28.3,11.5,63.6,9.0,10.0,233.34,,47.3,14.1,25.7,3.0,1.0,17.7,20.4,4.0,1941.58,2229.0,0,Q2
,Male,USA,Los Angeles,2.2,16.0,28.9,10.8,40.9,6.0,16.0,122.69,,47.7,4.7,36.0,1.0,4.0,52.3,23.6,2.0,1655.93,,0,Q2
19.0,Female,India,Chennai,4.2,0.0,30.7,10.9,50.5,4.0,13.0,114.5,38.0,32.4,0.6,10.4,13.0,,20.4,7.5,2.0,1466.46,2096.0,0,Q1
75.0,Male,Canada,Vancouver,5.2,14.0,31.2,9.4,52.5,3.0,10.0,90.96,19.0,59.8,15.2,28.0,3.0,0.0,13.5,22.3,2.0,989.66,2663.0,0,Q2
63.0,Male,USA,New York,1.6,18.0,28.8,8.5,61.2,6.0,8.0,135.17,3.0,43.9,,12.9,5.0,6.0,9.2,,2.0,1110.26,2681.0,0,Q3
,Male,India,Hyderabad,1.8,0.0,28.0,7.9,66.8,3.0,7.0,69.47,21.0,62.2,3.7,18.9,5.0,3.0,33.5,9.0,1.0,478.56,1865.0,0,Q3
53.0,Female,Germany,Hamburg,0.6,8.0,23.1,7.8,51.1,4.0,11.0,192.11,1.0,22.6,4.8,20.7,5.0,0.0,30.3,19.4,3.0,1709.39,,0,Q3
30.0,Male,Australia,Adelaide,0.6,3.0,20.4,2.3,47.9,1.0,4.0,141.21,40.0,37.8,2.8,1.7,7.0,2.0,20.9,0.6,3.0,667.05,0.0,0,Q3
33.0,Male,Japan,Nagoya,10.0,9.0,13.3,5.5,54.8,1.0,11.0,134.79,35.0,45.8,2.7,,11.0,0.0,21.8,22.4,3.0,1433.81,,0,Q1
44.0,Female,Canada,Toronto,2.5,11.0,17.0,6.3,63.7,3.0,10.4,50.93,23.0,88.32,3.2,30.6,8.0,4.0,52.7,11.4,2.0,474.59,1157.0,0,Q4
27.0,Male,Canada,Montreal,2.3,12.0,24.5,6.1,60.1,3.0,13.0,109.01,23.0,25.3,9.8,24.7,2.0,2.0,14.0,13.8,2.0,1563.65,1926.0,0,Q3
46.0,Male,USA,Los Angeles,4.7,29.0,39.7,11.1,30.6,4.0,16.0,76.0,37.0,,9.1,37.1,3.0,6.0,68.4,33.3,5.0,1073.99,2952.0,0,Q2
61.0,Male,USA,Houston,0.7,5.0,26.0,7.5,48.4,7.0,15.0,77.24,4.0,47.2,17.3,21.5,4.0,1.0,28.2,21.4,1.0,1390.18,0.0,0,Q1
47.0,Male,Canada,Calgary,2.1,16.0,20.9,4.8,64.9,3.0,13.0,90.54,83.0,94.8,18.4,28.2,9.0,1.0,11.3,22.6,2.0,772.79,1135.0,0,Q4
55.0,Female,India,Bangalore,1.8,16.0,42.7,13.3,37.2,5.0,20.0,82.85,17.0,,7.9,21.7,2.0,7.0,26.9,26.9,3.0,1928.89,4303.0,0,Q3
