Age,Gender,Country,City,Membership_Years,Login_Frequency,Session_Duration_Avg,Pages_Per_Session,Cart_Abandonment_Rate,Wishlist_Items,Total_Purchases,Average_Order_Value,Days_Since_Last_Purchase,Discount_Usage_Rate,Returns_Rate,Email_Open_Rate,Customer_Service_Calls,Product_Reviews_Written,Social_Media_Engagement_Score,Mobile_App_Usage,Payment_Method_Diversity,Lifetime_Value,Credit_Balance,Signup_Quarter
33.0,Female,UK,London,2.3,31.0,46.3,12.8,1.4,8.0,20.0,174.59,31.0,42.2,,53.2,4.0,5.0,72.5,27.7,2.0,2796.91,4035.0,Q2
47.0,Female,UK,Manchester,2.1,23.0,18.2,6.1,60.4,2.0,10.4,82.01,7.0,41.76,12.6,17.1,8.0,2.0,14.5,19.6,1.0,581.69,2076.0,Q4
,Female,USA,Los Angeles,1.6,14.0,32.8,9.6,38.1,0.0,18.0,57.42,120.0,34.1,,28.3,4.0,,25.0,23.8,5.0,1024.83,1177.0,Q1
30.0,Female,USA,Houston,1.9,25.0,44.4,14.9,33.7,8.0,22.0,105.83,3.0,9.0,1.8,34.4,3.0,10.0,43.5,30.4,3.0,1974.8,1026.0,Q1
31.0,Male,India,Hyderabad,2.5,6.0,24.1,5.5,73.1,7.0,7.0,95.93,35.0,50.2,10.4,9.4,2.0,1.0,32.7,,4.0,772.32,3497.0,Q1
52.0,Male,UK,Leeds,2.3,5.0,11.7,8.2,47.8,4.0,10.0,110.53,1.0,34.0,20.9,28.8,8.0,4.0,17.8,,1.0,921.61,2286.0,Q3
34.0,Male,France,Lyon,2.0,14.0,31.6,7.2,47.4,2.0,17.0,133.9,5.0,37.1,2.2,17.3,4.0,4.0,7.6,18.7,2.0,2447.05,554.0,Q2
18.0,Male,USA,Chicago,1.7,24.0,45.2,14.8,28.3,7.0,18.0,126.18,18.0,47.9,2.6,52.3,2.0,6.0,51.9,36.8,1.0,2438.44,3361.0,Q2
39.0,Female,France,Toulouse,2.4,20.0,35.9,12.2,45.9,5.0,22.1,159.13,4.0,79.55999999999999,2.0,41.9,0.0,4.0,55.0,24.9,1.0,2493.24,,Q4
,Female,France,Paris,4.7,0.0,17.7,3.7,90.4,1.0,8.0,74.03,61.0,58.4,4.5,8.7,4.0,1.0,14.5,9.1,1.0,629.34,645.0,Q1
18.0,Male,India,Bangalore,5.8,15.0,39.2,10.5,39.1,12.0,13.0,134.53,17.0,,,30.0,5.0,7.0,46.4,20.7,2.0,2056.53,616.0,Q3
29.0,Female,Germany,Berlin,1.5,1.0,26.3,5.5,62.1,2.0,6.0,146.7,1.0,26.8,8.4,0.0,6.0,1.0,34.6,4.0,5.0,763.51,,Q3
18.0,Male,UK,Leeds,0.2,11.0,,6.0,66.5,3.0,13.0,45.0,21.0,26.52,3.4,1.6,9.0,1.0,39.7,11.7,3.0,362.14,2706.0,Q4
47.0,Male,Germany,Hamburg,1.5,23.0,32.0,,42.3,12.0,23.0,94.93,32.0,60.9,11.2,51.1,3.0,4.0,62.3,36.6,2.0,2582.47,2879.0,Q2
47.0,Male,France,Paris,1.8,19.0,33.6,15.0,47.5,8.0,30.0,160.99,66.0,41.8,6.2,36.8,3.0,5.0,39.4,20.1,2.0,5527.58,4794.0,Q2
30.0,Female,Germany,Munich,1.0,27.0,38.9,11.7,37.8,6.0,15.0,116.18,3.0,23.2,14.8,40.0,5.0,1.0,22.1,40.7,2.0,1885.86,1676.0,Q3
44.0,Female,USA,Phoenix,2.5,14.0,39.0,13.3,57.0,3.0,13.0,110.97,72.0,68.2,1.7,26.4,3.0,2.0,30.3,25.5,3.0,1592.71,,Q3
43.0,Male,Canada,Calgary,3.4,12.0,27.5,13.8,59.2,11.0,12.0,170.9,2.0,41.0,5.4,21.3,1.0,7.0,54.5,35.1,5.0,1711.51,2150.0,Q3
22.0,Female,India,Chennai,3.8,8.0,33.2,10.2,52.4,6.0,16.0,145.51,8.0,29.5,4.7,26.6,4.0,2.0,55.3,33.2,1.0,2656.87,2275.0,Q3
26.0,Male,USA,Chicago,1.5,4.0,28.8,6.4,55.2,2.0,11.0,63.26,14.0,13.9,1.9,34.9,6.0,2.0,18.6,10.5,1.0,702.99,1526.0,Q3
21.0,Female,USA,Chicago,3.8,14.0,12.0,,59.4,0.0,15.6,43.42,8.0,17.4,11.0,7.5,10.0,0.0,1.5,9.8,2.0,438.57,1393.0,Q4
40.0,Female,India,Bangalore,2.4,17.0,41.2,9.8,61.6,6.0,19.0,82.73,38.0,,6.0,27.0,2.0,2.0,,,5.0,1843.02,0.0,Q3
43.0,Male,Japan,Osaka,3.3,19.0,39.5,11.9,35.1,9.0,16.0,83.46,17.0,64.3,3.0,31.4,9.0,4.0,,32.9,2.0,1246.6,,Q2
,Female,Australia,Sydney,3.0,7.0,22.2,7.3,41.9,2.0,13.0,110.39,28.0,23.8,9.3,27.6,3.0,,37.8,12.2,4.0,1547.18,,Q1
47.0,Female,USA,Phoenix,2.1,4.0,20.4,7.3,59.4,4.0,9.1,121.08,65.0,70.8,3.9,,7.0,3.0,40.9,17.5,2.0,682.97,964.0,Q4
48.0,Female,USA,Chicago,2.9,2.0,22.1,6.1,79.1,1.0,10.0,294.58,14.0,30.1,5.1,26.7,3.0,0.0,3.6,10.6,1.0,2510.3,3092.0,Q1
24.0,Male,Canada,Montreal,5.0,9.0,4.6,6.6,59.7,,9.0,96.05,54.0,78.7,,0.0,4.0,,0.0,9.7,4.0,978.56,,Q2
30.0,Female,Germany,Berlin,2.4,1.0,29.8,10.8,61.8,7.0,9.0,110.78,29.0,62.5,8.9,30.7,4.0,6.0,10.4,26.3,,813.92,1782.0,Q3
23.0,Male,Canada,Vancouver,1.4,7.0,35.5,8.7,71.2,5.0,18.2,114.93,16.0,,8.2,,5.0,3.0,29.9,,3.0,1430.98,2454.0,Q4
18.0,Male,Australia,Brisbane,6.0,25.0,49.1,15.5,50.0,,20.0,80.95,20.0,,5.9,25.6,4.0,4.0,42.0,,,1305.36,3364.0,Q1
41.0,Female,UK,Manchester,4.2,17.0,32.8,12.0,51.3,7.0,16.900000000000002,82.3,23.0,28.44,0.3,46.3,4.0,3.0,6.4,21.3,2.0,1203.4,,Q4
5.0,Female,USA,Los Angeles,0.9,27.0,51.6,14.6,30.1,13.0,21.0,239.17,15.0,45.4,5.7,36.8,3.0,1.0,63.0,30.1,5.0,4941.02,2717.0,Q2
42.0,Male,Canada,Montreal,2.3,5.0,30.9,,62.6,8.0,13.0,135.03,61.0,5.4,11.1,,3.0,2.0,56.7,20.0,4.0,1812.42,1931.0,Q1
41.0,Male,USA,Houston,4.6,12.0,46.4,13.5,58.3,11.0,15.0,169.13,6.0,5.3,10.9,33.2,7.0,7.0,59.4,24.1,1.0,2088.58,,Q1
20.0,Male,USA,New York,5.0,15.0,36.9,9.2,55.5,2.0,15.0,159.91,95.0,14.6,13.1,22.4,3.0,5.0,46.3,23.9,2.0,2712.29,3346.0,Q2
22.0,Female,USA,Houston,0.8,19.0,23.2,5.5,62.1,1.0,11.0,56.13,50.0,77.1,1.9,9.3,5.0,4.0,26.9,27.2,3.0,678.81,4035.0,Q2
37.0,Male,France,Toulouse,2.4,7.0,38.0,8.0,69.1,4.0,13.0,86.39,157.0,27.7,6.5,,3.0,5.0,41.8,22.3,1.0,1290.03,1676.0,Q1
24.0,Male,India,Bangalore,5.3,26.0,35.7,12.5,23.2,5.0,18.0,182.96,28.0,30.7,2.3,54.6,4.0,4.0,55.9,26.4,1.0,3452.79,3207.0,Q1
20.0,Male,Germany,Berlin,2.0,14.0,18.2,8.3,48.5,5.0,16.0,146.75,42.0,59.8,10.5,15.4,7.0,7.0,30.5,20.5,1.0,2341.55,3174.0,Q3
44.0,Male,USA,Los Angeles,4.1,14.0,23.7,8.0,64.4,3.0,10.0,77.3,6.0,41.8,1.9,6.8,5.0,2.0,69.3,22.2,2.0,739.03,3349.0,Q3
36.0,Male,Canada,Montreal,0.6,3.0,22.3,9.7,63.1,1.0,6.5,122.21,23.0,60.35999999999999,10.0,16.4,9.0,1.0,,15.9,3.0,707.57,0.0,Q4
19.0,Female,Canada,Ottawa,3.1,3.0,28.7,6.8,46.5,5.0,14.0,133.98,34.0,36.0,2.7,18.3,3.0,4.0,37.6,22.6,1.0,1963.11,4216.0,Q2
28.0,Male,USA,Phoenix,6.1,29.0,52.5,15.5,35.2,11.0,23.0,141.68,43.0,18.5,10.4,49.5,5.0,4.0,54.4,44.1,5.0,3377.52,2640.0,Q1
35.0,Male,Germany,Hamburg,4.7,6.0,27.3,8.8,54.0,3.0,16.900000000000002,176.65,17.0,31.8,7.2,20.0,6.0,5.0,,23.3,1.0,2296.97,123.0,Q4
33.0,Female,India,Bangalore,2.0,9.0,14.9,,70.6,4.0,11.0,89.18,7.0,67.6,8.0,25.0,7.0,6.0,45.8,,1.0,881.4,535.0,Q1
,Female,Australia,Adelaide,3.6,5.0,13.5,5.8,60.0,0.0,3.0,143.64,,15.7,11.2,15.3,13.0,0.0,11.3,3.8,1.0,485.43,0.0,Q1
23.0,Male,UK,Birmingham,1.1,0.0,18.5,2.4,66.8,2.0,1.3,111.66,25.0,27.84,5.7,0.0,7.0,0.0,9.4,9.7,2.0,124.14,950.0,Q4
54.0,Male,UK,Glasgow,1.9,12.0,30.5,6.5,81.1,3.0,7.0,134.0,18.0,,0.7,23.1,7.0,4.0,0.0,14.8,1.0,773.87,,Q1
33.0,Male,Germany,Munich,1.5,8.0,26.1,7.2,58.4,3.0,7.0,148.24,,38.4,4.5,12.4,3.0,1.0,10.8,10.4,1.0,1056.4,2443.0,Q2
,Female,USA,Houston,0.8,15.0,22.7,12.3,54.9,3.0,14.3,141.71,84.0,11.04,3.1,31.9,5.0,2.0,27.6,23.5,1.0,1653.36,2414.0,Q4
49.0,Other,India,Bangalore,4.7,0.0,9.2,,75.9,,5.0,140.1,9.0,81.7,11.3,2.8,9.0,0.0,17.0,10.5,2.0,617.17,,Q1
42.0,Male,USA,Phoenix,1.8,12.0,26.3,8.5,48.6,7.0,16.0,148.98,22.0,34.7,5.5,34.8,7.0,,35.7,30.2,1.0,2277.06,2785.0,Q1
22.0,Male,USA,New York,0.8,9.0,33.3,8.8,68.8,4.0,16.0,85.03,8.0,69.7,9.4,39.5,6.0,7.0,,,2.0,1567.52,1392.0,Q2
18.0,Female,Canada,Toronto,5.2,8.0,22.4,3.7,63.6,,7.0,121.0,2.0,12.6,14.5,2.3,7.0,2.0,0.0,14.5,2.0,848.28,468.0,Q2
24.0,Male,USA,Houston,1.2,9.0,38.9,7.5,53.9,9.0,11.0,67.3,17.0,45.9,2.8,46.1,9.0,2.0,22.2,25.5,2.0,617.37,2187.0,Q2
34.0,Female,France,Marseille,5.7,18.0,51.8,11.5,34.1,10.0,27.3,58.14,90.0,105.84,1.7,49.2,2.0,5.0,75.0,31.6,2.0,1426.65,3769.0,Q4
58.0,Male,USA,New York,3.7,13.0,17.5,12.4,47.1,3.0,10.0,112.32,2.0,76.6,2.3,33.6,5.0,5.0,24.7,26.2,1.0,980.86,3345.0,Q3
43.0,Male,USA,Houston,2.3,4.0,16.6,8.1,74.2,0.0,13.0,118.6,70.0,26.16,11.6,0.0,2.0,1.0,9.4,5.5,2.0,1257.09,1560.0,Q4
44.0,Male,India,Bangalore,3.4,23.0,33.0,15.6,41.9,6.0,18.0,162.96,132.0,29.7,1.8,15.6,5.0,,69.8,,1.0,2518.97,4586.0,Q3
46.0,Female,USA,Phoenix,2.5,3.0,21.5,9.9,49.8,2.0,13.0,136.39,100.0,33.1,5.8,35.3,4.0,5.0,35.1,,1.0,1551.64,1602.0,Q3
26.0,Male,USA,Houston,5.2,23.0,40.0,16.0,36.7,12.0,29.9,87.05,62.0,68.28,8.0,50.8,3.0,,80.8,29.5,1.0,2402.56,,Q4
37.0,Male,Canada,Ottawa,0.9,4.0,19.2,3.8,73.1,4.0,4.0,56.89,21.0,53.2,,11.0,6.0,2.0,0.0,12.3,1.0,192.84,0.0,Q1
,Male,UK,Manchester,1.7,14.0,24.4,6.7,60.2,5.0,10.0,111.39,4.0,81.9,4.8,3.7,6.0,4.0,15.2,19.4,,1048.87,389.0,Q1
47.0,Female,India,Bangalore,5.2,11.0,25.1,,71.5,8.0,9.0,75.23,92.0,68.1,7.1,12.2,5.0,1.0,44.3,10.8,,618.78,1719.0,Q1
51.0,Female,Australia,Brisbane,4.0,6.0,21.3,10.0,57.3,3.0,12.0,223.65,129.0,,14.6,24.5,6.0,0.0,42.1,16.2,1.0,2175.65,2311.0,Q1
38.0,Female,USA,New York,4.2,14.0,30.9,11.8,67.6,1.0,12.0,222.51,32.0,55.9,8.5,27.1,5.0,4.0,17.8,30.1,3.0,2505.35,2506.0,Q1
39.0,Male,UK,London,3.4,9.0,36.1,8.2,52.8,2.0,17.0,76.25,13.0,23.6,0.4,13.0,6.0,3.0,12.3,26.8,5.0,1133.12,2529.0,Q1
49.0,Male,Australia,Brisbane,2.6,19.0,37.6,12.4,29.4,10.0,24.7,120.35,46.0,23.76,4.0,40.8,5.0,4.0,49.7,30.7,4.0,1850.0,3502.0,Q4
45.0,Female,USA,New York,4.8,16.0,30.5,10.2,63.5,6.0,13.0,132.15,61.0,34.1,11.7,22.5,9.0,4.0,40.3,24.9,2.0,1999.46,,Q1
30.0,Male,Australia,Melbourne,8.3,5.0,26.5,8.0,65.6,7.0,15.0,151.31,21.0,26.7,8.4,,5.0,1.0,4.0,11.3,4.0,2185.81,609.0,Q2
44.0,Female,UK,London,2.1,19.0,40.7,11.2,39.9,8.0,18.0,163.87,80.0,63.8,3.5,46.8,2.0,6.0,58.5,,1.0,3090.15,3170.0,Q1
20.0,Male,Australia,Sydney,4.8,6.0,16.5,1.4,66.2,4.0,8.0,93.95,21.0,68.3,7.0,0.0,8.0,0.0,8.7,6.2,3.0,814.71,1052.0,Q2
,Female,USA,Phoenix,1.6,27.0,52.9,18.3,13.6,12.0,33.800000000000004,177.76,121.0,52.32,3.4,50.8,3.0,10.0,68.0,45.7,,4892.24,3794.0,Q4
42.0,Female,USA,Los Angeles,2.2,23.0,37.3,,49.2,6.0,19.0,71.34,2.0,49.9,,22.0,3.0,5.0,34.5,27.5,1.0,1090.04,1784.0,Q3
23.0,Female,USA,Chicago,1.3,10.0,9.5,5.3,74.0,1.0,4.0,100.41,18.0,23.1,2.4,7.3,8.0,1.0,0.4,6.6,2.0,421.2,,Q3
45.0,Male,Canada,Vancouver,3.5,7.0,24.6,5.9,73.0,2.0,7.0,65.51,14.0,39.1,3.3,20.0,6.0,3.0,14.2,14.8,4.0,370.2,0.0,Q3
48.0,Female,UK,Leeds,2.0,7.0,24.1,3.4,52.5,0.0,4.0,94.86,41.0,37.3,5.7,10.9,3.0,1.0,21.7,18.4,1.0,391.47,77.0,Q2
31.0,Female,Japan,Osaka,5.5,0.0,17.7,1.7,68.5,0.0,11.0,41.18,19.0,37.8,7.6,,8.0,2.0,13.7,14.2,1.0,381.76,1403.0,Q2
29.0,Male,Canada,Calgary,1.7,11.0,22.4,9.0,50.8,6.0,15.0,9145.999866997568,1.0,54.9,4.4,15.1,6.0,1.0,41.6,28.1,3.0,2213.84,3285.0,Q2
24.0,Male,USA,New York,1.6,4.0,20.0,4.5,57.2,1.0,10.4,113.31,10.0,4.44,5.8,,8.0,1.0,32.3,8.5,2.0,1086.94,595.0,Q4
53.0,Female,France,Toulouse,4.9,18.0,45.4,12.8,39.2,11.0,20.0,113.83,57.0,20.4,7.9,42.8,4.0,5.0,53.2,30.9,2.0,2104.97,2229.0,Q3
29.0,Female,USA,New York,1.7,9.0,28.7,8.9,52.2,7.0,8.0,222.49,12.0,27.6,4.3,14.1,6.0,3.0,19.3,22.3,3.0,2028.67,,Q3
43.0,Female,India,Delhi,5.9,13.0,31.7,8.0,33.8,8.0,13.0,179.11,10.0,22.2,10.9,27.8,2.0,4.0,43.3,20.5,3.0,2366.66,2743.0,Q1
31.0,Male,USA,New York,1.2,6.0,15.8,2.8,60.7,2.0,9.0,69.24,6.0,30.1,5.0,0.0,7.0,1.0,0.0,9.9,2.0,505.22,,Q2
33.0,Male,Canada,Vancouver,8.3,8.0,30.3,12.9,43.9,4.0,17.0,108.42,20.0,5.2,3.0,10.3,6.0,6.0,66.3,31.2,3.0,1868.13,937.0,Q2
60.0,Female,USA,Chicago,0.5,15.0,32.1,10.2,42.9,,20.0,90.54,28.0,43.9,3.6,38.4,4.0,5.0,25.6,19.4,1.0,1822.26,2206.0,Q1
51.0,Male,India,Bangalore,4.7,5.0,23.0,7.2,85.2,2.0,7.0,127.87,14.0,,1.7,11.6,3.0,0.0,4.9,9.2,,816.81,0.0,Q3
30.0,Female,USA,Houston,3.2,6.0,30.3,9.0,63.8,4.0,12.0,102.61,28.0,38.7,2.6,22.6,4.0,0.0,40.8,,,1383.82,,Q1
18.0,Female,UK,Manchester,0.8,10.0,21.1,8.0,76.2,2.0,12.0,100.83,22.0,60.5,,33.6,7.0,2.0,39.4,3.3,1.0,1207.69,1751.0,Q2
33.0,Male,USA,Chicago,2.8,0.0,,3.4,63.0,3.0,9.0,242.01,35.0,8.1,2.9,6.5,1.0,0.0,28.0,,2.0,2446.47,1917.0,Q3
45.0,Male,UK,London,3.0,6.0,14.2,5.9,68.2,1.0,9.0,85.25,2.0,35.6,20.8,17.4,9.0,0.0,16.9,,3.0,751.42,2626.0,Q3
31.0,Female,Canada,Ottawa,5.6,3.0,23.4,8.3,63.7,4.0,12.0,128.51,11.0,40.0,6.0,44.6,1.0,3.0,42.4,17.9,2.0,1787.42,0.0,Q1
48.0,Male,USA,Chicago,1.3,16.0,33.9,13.0,24.1,11.0,28.6,103.61,35.0,24.0,7.9,50.3,3.0,5.0,80.3,30.3,1.0,2612.3,3252.0,Q4
29.0,Male,USA,Los Angeles,3.6,14.0,38.0,11.9,65.0,4.0,20.8,230.7,8.0,46.68,8.8,23.1,6.0,1.0,,24.1,,3177.7,2640.0,Q4
40.0,Male,USA,Chicago,2.4,17.0,40.5,12.6,18.0,10.0,26.0,76.77,20.0,22.56,5.7,21.0,1.0,7.0,,40.7,5.0,1467.56,4353.0,Q4
29.0,Female,France,Lyon,1.5,24.0,47.5,,44.4,10.0,17.0,58.65,55.0,33.6,5.6,26.2,2.0,4.0,43.7,38.2,3.0,1169.08,4502.0,Q3
35.0,Female,Australia,Sydney,4.1,9.0,28.2,10.3,52.4,3.0,11.0,227.76,55.0,31.4,1.6,,4.0,4.0,32.6,,2.0,2649.66,2695.0,Q3
49.0,Male,USA,Chicago,5.2,23.0,31.4,7.8,48.1,8.0,14.3,76.23,28.0,73.08,15.5,19.2,2.0,7.0,32.5,17.4,2.0,721.96,1623.0,Q4
40.0,Female,Canada,Montreal,1.0,4.0,12.9,6.2,69.5,5.0,10.0,120.18,44.0,61.2,2.3,13.6,8.0,1.0,,18.6,,1326.37,,Q3
37.0,Male,Germany,Frankfurt,1.5,24.0,50.7,12.6,38.4,6.0,21.0,94.76,100.0,69.5,7.9,49.5,2.0,4.0,43.6,36.9,4.0,1803.91,3868.0,Q3
48.0,Female,Germany,Frankfurt,2.5,0.0,7.1,2.5,84.2,0.0,2.6,214.1,127.0,17.16,11.6,0.0,7.0,0.0,,12.4,2.0,433.75,1114.0,Q4
32.0,Male,France,Marseille,4.6,14.0,39.4,10.1,43.6,5.0,18.0,118.8,15.0,43.7,5.0,35.4,1.0,3.0,48.4,30.0,4.0,2359.73,2841.0,Q1
49.0,Female,USA,New York,2.5,12.0,36.3,10.1,40.2,4.0,16.0,124.93,10.0,58.1,3.3,27.0,6.0,,,23.5,3.0,1758.27,2473.0,Q2
,Female,USA,Phoenix,0.6,8.0,23.9,4.9,82.2,2.0,4.0,266.84,14.0,32.0,10.1,0.0,8.0,2.0,6.0,10.2,1.0,1137.34,2006.0,Q1
18.0,Male,Canada,Ottawa,0.4,12.0,28.5,9.1,47.7,9.0,12.0,73.33,21.0,17.1,6.4,35.7,7.0,2.0,,14.3,3.0,781.41,1418.0,Q2
26.0,Female,France,Toulouse,3.1,12.0,20.1,8.6,55.6,6.0,10.0,83.99,,47.5,14.1,25.6,5.0,4.0,23.0,18.3,2.0,765.8,0.0,Q3
22.0,Female,India,Bangalore,3.8,11.0,29.8,9.2,57.9,10.0,16.0,76.67,38.0,17.0,9.4,44.3,3.0,4.0,,25.7,3.0,1030.66,1740.0,Q3
18.0,Male,India,Delhi,7.4,14.0,22.5,7.8,39.2,9.0,12.0,83.34,,24.3,3.3,33.7,9.0,4.0,0.0,19.1,2.0,1027.13,2546.0,Q2
36.0,Male,France,Lyon,1.2,11.0,24.1,9.1,59.8,2.0,20.0,59.26,3.0,10.2,1.4,5.8,3.0,3.0,24.9,17.0,2.0,1394.58,995.0,Q1
32.0,Other,UK,Manchester,1.6,15.0,26.4,10.3,46.7,3.0,27.3,198.08,49.0,34.92,2.3,4.9,4.0,4.0,62.4,13.4,2.0,3630.34,4628.0,Q4
40.0,Male,Australia,Sydney,3.4,13.0,21.9,7.2,76.8,1.0,9.0,86.88,49.0,49.9,2.8,8.0,5.0,3.0,28.0,24.3,2.0,851.58,37.0,Q1
43.0,Female,Germany,Munich,3.8,25.0,40.4,14.5,42.7,4.0,23.4,112.39,12.0,30.96,2.1,29.4,2.0,5.0,47.9,25.9,2.0,2051.8,2973.0,Q4
31.0,Female,India,Delhi,7.2,6.0,20.5,6.5,45.8,2.0,9.1,53.46,25.0,48.24,2.7,,7.0,0.0,44.9,22.0,4.0,312.38,427.0,Q4
46.0,Male,USA,Los Angeles,3.7,8.0,22.7,8.8,70.4,2.0,6.0,205.81,12.0,,13.3,10.1,9.0,1.0,,10.2,3.0,1459.89,546.0,Q2
53.0,Female,Canada,Vancouver,2.6,9.0,31.5,10.8,35.4,8.0,11.0,148.17,12.0,38.4,10.0,26.7,6.0,5.0,24.6,19.4,,1924.13,232.0,Q2
34.0,Male,USA,Houston,0.6,11.0,20.5,8.4,38.6,6.0,13.0,65.41,28.0,57.7,13.7,13.7,4.0,2.0,,19.6,1.0,997.68,2592.0,Q2
58.0,Male,UK,Manchester,1.4,18.0,35.3,12.0,55.4,11.0,24.7,158.19,15.0,33.12,1.2,40.3,5.0,1.0,28.9,,3.0,3499.55,3450.0,Q4
50.0,Male,UK,Birmingham,3.1,8.0,16.0,6.3,83.8,0.0,6.0,68.4,3.0,29.3,,,4.0,0.0,0.5,9.2,2.0,434.09,183.0,Q1
65.0,Male,Germany,Berlin,2.4,3.0,14.6,4.5,81.3,2.0,17.0,143.92,23.0,45.7,8.6,13.0,5.0,1.0,26.8,14.8,5.0,2718.14,3147.0,Q1
42.0,Female,USA,Houston,7.0,20.0,44.9,9.8,48.8,4.0,20.0,69.07,2.0,76.1,10.5,31.4,6.0,2.0,51.6,29.7,,1288.95,2179.0,Q2
44.0,Female,USA,Phoenix,4.3,1.0,16.0,4.0,62.2,2.0,8.0,115.61,17.0,23.2,15.6,0.0,2.0,1.0,0.0,11.2,3.0,874.57,784.0,Q2
25.0,Female,Canada,Toronto,2.9,27.0,33.8,12.6,62.7,4.0,15.0,130.8,32.0,32.3,12.2,16.8,6.0,1.0,40.4,33.5,1.0,2234.42,2831.0,Q2
44.0,Male,France,Nice,2.2,11.0,18.1,8.4,61.7,7.0,10.0,96.91,85.0,21.1,9.2,19.6,5.0,3.0,43.0,23.4,3.0,927.13,963.0,Q3
37.0,Male,USA,New York,4.6,5.0,,1.0,72.2,0.0,7.0,111.62,29.0,44.9,3.0,10.9,10.0,0.0,15.2,4.9,1.0,686.72,2693.0,Q1
,Female,Germany,Frankfurt,6.0,1.0,21.8,5.0,66.0,0.0,14.3,134.05,5.0,51.6,,,7.0,0.0,0.0,5.0,2.0,1636.08,0.0,Q4
28.0,Male,USA,Phoenix,1.7,8.0,17.8,8.5,54.4,8.0,14.0,107.09,6.0,25.0,0.3,25.8,7.0,2.0,53.1,,3.0,1633.71,999.0,Q2
36.0,Male,USA,New York,6.1,6.0,20.2,8.7,52.9,6.0,13.0,87.01,7.0,39.3,7.1,20.3,6.0,,25.6,8.5,2.0,972.28,979.0,Q3
18.0,Female,UK,Manchester,2.0,0.0,13.9,6.0,69.8,0.0,2.6,112.14,47.0,55.440000000000005,8.3,,7.0,,0.0,7.5,5.0,214.19,0.0,Q4
26.0,Male,USA,Phoenix,3.8,12.0,35.4,13.6,44.0,8.0,18.0,125.25,29.0,63.4,7.6,4.4,4.0,1.0,63.8,,2.0,2565.21,579.0,Q1
37.0,Female,Canada,Vancouver,0.7,8.0,19.9,5.3,75.9,1.0,6.5,81.02,9.0,44.76,8.5,15.5,8.0,0.0,,,5.0,403.41,1593.0,Q4
31.0,Female,USA,Houston,1.6,24.0,16.9,10.1,58.6,1.0,13.0,138.01,80.0,50.8,7.9,38.0,4.0,3.0,,26.2,3.0,1976.83,3710.0,Q2
32.0,Male,Japan,Osaka,1.7,2.0,21.4,4.5,82.6,3.0,11.7,98.12,1.0,58.67999999999999,3.0,22.7,6.0,0.0,1.2,12.7,2.0,765.84,939.0,Q4
51.0,Female,USA,New York,6.6,10.0,10.7,5.8,76.1,2.0,9.0,72.7,3.0,6.2,5.0,1.3,5.0,0.0,0.0,18.9,2.0,666.55,770.0,Q2
39.0,Female,UK,Birmingham,0.7,19.0,36.1,11.5,47.5,5.0,19.5,85.46,2.0,40.2,19.3,23.4,3.0,3.0,,29.5,4.0,1344.57,3886.0,Q4
59.0,Male,Germany,Berlin,0.1,4.0,17.1,6.8,62.2,2.0,8.0,148.81,12.0,73.0,15.9,0.0,4.0,1.0,39.5,11.1,2.0,1212.41,4181.0,Q1
57.0,Female,UK,Glasgow,0.3,27.0,47.0,15.3,33.4,13.0,31.200000000000003,139.34,15.0,37.92,5.5,41.3,1.0,5.0,54.2,38.5,1.0,3066.53,3021.0,Q4
25.0,Female,USA,Houston,1.9,8.0,27.0,9.3,70.4,3.0,8.0,154.46,24.0,62.1,4.7,9.3,3.0,4.0,23.8,,,1265.72,1936.0,Q3
23.0,Female,India,Delhi,1.8,6.0,36.9,11.2,40.6,,14.0,65.79,10.0,34.5,1.4,,9.0,2.0,21.7,25.5,4.0,845.26,1420.0,Q1
37.0,Other,India,Mumbai,1.1,14.0,29.4,,61.2,10.0,19.0,88.78,2.0,,,16.1,5.0,2.0,35.4,22.5,1.0,1672.29,2915.0,Q2
46.0,Male,USA,Phoenix,0.2,7.0,5.2,4.5,73.1,1.0,3.0,120.27,8.0,32.3,3.8,10.1,9.0,1.0,7.1,,1.0,292.34,671.0,Q3
54.0,Male,UK,Glasgow,6.4,17.0,23.9,5.9,65.6,2.0,7.0,104.75,35.0,58.3,0.4,24.5,8.0,1.0,13.4,,2.0,806.43,0.0,Q3
60.0,Female,France,Lyon,2.1,7.0,25.1,5.1,78.2,6.0,12.0,122.38,2.0,47.2,6.3,22.2,4.0,3.0,6.8,8.2,1.0,1718.52,1107.0,Q2
40.0,Male,USA,Houston,2.3,10.0,17.3,5.1,59.5,2.0,7.0,82.0,,11.6,17.7,7.3,8.0,1.0,31.2,21.4,2.0,581.06,2445.0,Q2
27.0,Female,USA,Phoenix,0.6,21.0,51.8,21.0,2.6,,24.0,62.53,5.0,27.5,7.7,55.2,1.0,4.0,84.3,40.6,3.0,1633.01,2309.0,Q2
36.0,Female,Germany,Berlin,2.8,16.0,32.1,7.4,68.3,1.0,19.5,168.27,,48.6,6.3,19.7,10.0,1.0,16.6,13.7,1.0,2196.24,812.0,Q4
41.0,Male,India,Bangalore,1.4,5.0,23.4,5.9,53.0,0.0,7.0,185.82,2.0,,3.4,26.3,5.0,1.0,7.1,18.9,3.0,1078.12,1114.0,Q1
